title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax oxygen sensor 250-24476 fit for accord tsx o2 sensor replacement,https://www.amazon.com/KAX-Equipment-Replacement-250-24476-Downstream/dp/B084P28TJ5/ref=sr_1_37?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-37,B084P28TJ5,KAX,sensors,24.99,0-50$,64,1599,0.09366905,,,0.4,0-1pound,6 x 2.3 x 2.3 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus 2pcs cps camshaft position sensor compatible for bmw z4 740i 528i 328i replace 13627525014 13627546660 13627558518,https://www.amazon.com/MOSTPLUS-Camshaft-13627525014-13627546660-13627558518/dp/B07W3TGVH2/ref=sr_1_38?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-38,B07W3TGVH2,MOSTPLUS,sensors,22.88,0-50$,116,2654,0.155470706,,"13627525014,13627546660,13627558518, S119445001Z ; 6PU 009 121-011 ; 19270",0.08375,0-1pound,3.66 x 2.44 x 1.46 inches,1-50sq.inch,,Position sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus 213-4229 12609457 4pcs upstream + downstream sensors oxygen sensor o2 compatible with cadillac escalade chevrolet avalanche silverado tahoe gmc yukon sierra,https://www.amazon.com/MOSTPLUS-Downstream-Chevrolet-Avalanche-Silverado/dp/B07Z83H78V/ref=sr_1_41?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-41,B07Z83H78V,MOSTPLUS,sensors,50.99,51-100$,194,9892,0.579471072,,"213-2934 SU1515 5S4402 213-1698 213-1699 213-3237 213-2827 213-3528 213-1702 213-3866 21546, 213-4229 213-4230 75-3968 21066 234-4256 21066 15698 250-24736 AP4-663 75-3968",1.1,1.1-2pound,8.8 x 5.9 x 1.8 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirozo 234-4099 234-4092 oxygen o2 sensor for honda civic odyssey pilot accord prelude for acura cl tl mdx for isuzu oasis upstream downstream 2pcs,https://www.amazon.com/MIROZO-234-4099-234-4092-Oxygen-Sensor/dp/B08RYQZBB1/ref=sr_1_42?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-42,B08RYQZBB1,MIROZO,sensors,44.99,0-50$,60,2699,0.158106796,Upstream 4 wire 500mm and Downstream 4 wire 750mm oxygen sensor,"Downstream fit OE: 234-4092, 36531P5M004, 36531P5M014, 36532P1EA01, 36532P5MA01, 36532P5MA02, 36532PEAA01, 36532PLMA01, 36532PMMA01, 36532PMSA01, 36542PR7A01, 5862028140, 5862062510, Upstream fit OE: SG336, 234000-2311, 234-4099, 36531-P06-A11, 36531-P06-A12, 36531-P2R-A01, 234000-2311, 36531P06A11, 36531P06A12, 36531P2RA01, 2340002311",0.48125,0-1pound,7.09 x 5.91 x 1.18 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heated oxygen sensor upstream fit sg336 1992-2001 acura integra 1990-2002 honda accord 1995-2002 honda odyssey 1997-2001 honda 1992-2000 honda civic 1991-1996 honda 1996-1999 isuzu oasis,https://www.amazon.com/1992-2001-1990-2002-1995-2002-1997-2001-1992-2000/dp/B07881YQKR/ref=sr_1_43?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-43,B07881YQKR,A ABIGAIL,sensors,21.99,0-50$,49,1078,0.063148991,,,0.26875,0-1pound,7.87 x 0.79 x 1.18 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-pack de8t-1a180-aa 315mhz tire pressure monitoring system (tpms) sensor compatible with ford f150 c-max e150 e250 edge escape expedition explorer focus fusion mustang taurus lincoln mazda mercury,https://www.amazon.com/DE8T-1A180-AA-Pressure-Monitoring-Compatible-Expedition/dp/B088DQZ6GZ/ref=sr_1_44?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-44,B088DQZ6GZ,SEINECA,sensors,35.97,0-50$,158,5683,0.332908825,,,0.3,0-1pound,6.14 x 5.67 x 1.3 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 15717 oxygen sensor 250-24001 heated o2 sensor original equipment replacement set of 4,https://www.amazon.com/KAX-Downstream-250-24001-Equipment-Replacement/dp/B08D38FC8Q/ref=sr_1_45?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-45,B08D38FC8Q,KAX,sensors,62.99,51-100$,117,7370,0.431732895,15717,"13133, SG1802, 234-4127, 234-4045, 234-4001, SG1803, OS2650, DY1040, 5C5Z9F472BA, 234-4609, 234-4610, 234-4070, 234-4071, 234-4374, 2344609, SU10695, 15777, 15716, 15718, 15719, XC2Z9F472BA, 22060, 2344045, SU2191, S9233, 15717, 250-24001, 11171843",1.21,1.1-2pound,9.45 x 9.41 x 2.44 inches,2011-500sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dasbecan upstream downstream oxygen sensor compatible with ford f150 f250 f350 lincoln mazda mercury o2 sensor set 1990-2011 replaces 11171843 15717 234-4127 234-4071 (2pcs),https://www.amazon.com/Dasbecan-Upstream-Downstream-Compatible-Replaces/dp/B08HYN6ZQ7/ref=sr_1_47?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-47,B08HYN6ZQ7,Dasbecan,sensors,32.99,0-50$,110,3629,0.21258598,,,0.575,0-1pound,7.13 x 4.09 x 1.61 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doicoo oxygen o2 sensor 234-4851 39210-22620 39210-22610 234-4404 3921023750 3921023950 compatible with hyundai accent elantra tiburon tucson kia rio rio5 soul spectra spectra5,https://www.amazon.com/DOICOO-39210-22620-39210-22610-3921023750-3921023950/dp/B07W723WT1/ref=sr_1_48?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-48,B07W723WT1,DOICOO,sensors,20.99,0-50$,45,945,0.055357881,,,0.149375,0-1pound,6.1 x 2.5 x 2.1 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco gm original equipment 213-1557 engine camshaft position sensor,https://www.amazon.com/ACDelco-213-1557-Original-Equipment-Camshaft/dp/B000C9GO8G/ref=sr_1_49?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-49,B000C9GO8G,ACDelco,sensors,25.77,0-50$,165,4252,0.249081176,ACDelco - Engine Camshaft (Slp) (213-1557),12584079,0.05,0-1pound,2.4 x 1.4 x 1 inches,1-50sq.inch,Mexico,Position sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-5060 air fuel ratio sensor,https://www.amazon.com/Denso-234-5060-Fuel-Ratio-Sensor/dp/B001F7CG04/ref=sr_1_50?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-50,B001F7CG04,Denso,sensors,77.11,51-100$,80,6169,0.361378593,OXYGEN SENSOR,,0.3,0-1pound,,,China,Fuel sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 234-4587 oxygen sensor 250-24253 heated o2 sensor fit for ram 1500 grand cherokee liberty dakota ram 2500 original equipment replacement set of 2,https://www.amazon.com/KAX-Downstream-250-24253-Equipment-Replacement/dp/B08D3N2QK1/ref=sr_1_51?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-51,B08D3N2QK1,KAX,sensors,37.99,0-50$,56,2127,0.124599168,,234-4587 250-24253 SG1849 SG1849 15510,0.6375,0-1pound,6.65 x 4.76 x 2.44 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doicoo 89615-20090 89615-06010 89615-02020 88971397 ignition knock detonation sensor compatible with toyota 4runner camry corolla highlander matrix rav4 lexus es330 gs430 gx470 is250 ls430 rx330,https://www.amazon.com/Ignition-Detonation-8961502020-4Runner-Highlander/dp/B07B6H6PLV/ref=sr_1_52?dchild=1&keywords=sensor&qid=1633486965&s=automotive&sr=1-52,B07B6H6PLV,DOICOO,sensors,13.99,0-50$,60,839,0.049148426,,,0.09875,0-1pound,3 x 2.05 x 1.1 inches,1-50sq.inch,,Detonation sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax oxygen sensor 250-24343 fit for accord civic odyssey tl cl o2 sensor replacement,https://www.amazon.com/KAX-Equipment-Replacement-250-24343-Downstream/dp/B084P37CDG/ref=sr_1_51?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-51,B084P37CDG,KAX,sensors,21.99,0-50$,30,660,0.038662647,,"250-24343, 234-4621",0.3,0-1pound,6 x 2.3 x 2.3 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 234-9051 oxygen sensor original equipment replacement 250-54050 heated o2 sensor sensor 1 upstream 1pcs,https://www.amazon.com/KAX-234-9051-Equipment-Replacement-250-54050/dp/B084P1LFFS/ref=sr_1_52?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-52,B084P1LFFS,KAX,sensors,49.99,0-50$,53,2649,0.155177807,,,0.25625,0-1pound,7.36 x 6.06 x 2.2 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4797 oxygen sensor,https://www.amazon.com/Denso-234-4797-Oxygen-Sensor/dp/B00122EEK2/ref=sr_1_54?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-54,B00122EEK2,Denso,sensors,46.78,0-50$,176,8233,0.482287235,OXYGEN SENSOR,,0.3,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manifold absolute pressure sensor map 213-796 16187556 12569240 12614973 compatible with chevy buick cadillac gmc gm saturn oldsmobile hummer isuzu pontiac bonneville saab doicoo,https://www.amazon.com/DOICOO-Manifold-Absolute-Chevrolet-Oldsmobile/dp/B075F321KW/ref=sr_1_56?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-56,B075F321KW,DOICOO,sensors,11.99,0-50$,493,5911,0.346265013,,,0.039625,0-1pound,2.8 x 2.2 x 1.5 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abigail heated oxygen o2 sensor 234-4076 upstream for 1996 1997 1998 1999 2000 2001 jeep cherokee l6-4.0l/98-99 jeep tj dodge dakota v8-5.9l,https://www.amazon.com/ABIGAIL-234-4076-Upstream-Cherokee-L6-4-0L/dp/B072V6D119/ref=sr_1_57?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-57,B072V6D119,A ABIGAIL,sensors,22.99,0-50$,30,690,0.04042004,,56041212AE,0.2625,0-1pound,7.87 x 0.79 x 1.18 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco professional 213-3205 manifold absolute pressure (map) sensor,https://www.amazon.com/ACDelco-213-3205-Professional-Manifold-Absolute/dp/B000IYTB4O/ref=sr_1_59?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-59,B000IYTB4O,ACDelco,sensors,44.34,0-50$,110,4877,0.285693532,ACDelco - Manifold Absolu (Slp) (213-3205),19106672,0.14,0-1pound,3.6 x 2.2 x 1.7 inches,1-50sq.inch,USA,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selead sg272 sg277 o2 oxygen sensor fit for gmc yukon xl 1500 2500 6.0l 07 for gmc sierra 1500 4.8l 07 for chevy silverado 1500 4.8l 06-07 for cadillac escalade 6.2l 07 upstream & downstream 4pcs,https://www.amazon.com/SELEAD-downstream-Replacement-Chevrolet-2006-2007/dp/B07YG1773N/ref=sr_1_62?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-62,B07YG1773N,SELEAD,sensors,63.58,51-100$,40,2543,0.148968352,,,1.1,1.1-2pound,5.71 x 5.12 x 3.54 inches,101-200sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso 234-4622 downstream oxygen sensor with 4-terminal plug black,https://www.amazon.com/Denso-234-4622-Oxygen-Sensor/dp/B000C5SGA4/ref=sr_1_65?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-65,B000C5SGA4,Denso,sensors,44.42,0-50$,194,8617,0.504781867,OXYGEN SENSOR,234-4622,0.25,0-1pound,,,China,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acdelco gm original equipment 12673134 engine oil pressure sensor,https://www.amazon.com/ACDelco-12673134-Original-Equipment-Pressure/dp/B01FRENAA0/ref=sr_1_66?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-66,B01FRENAA0,ACDelco,sensors,25,0-50$,120,3000,0.175739306,,12673134,0.07,0-1pound,2.9 x 1.6 x 1.2 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus o2 male oxygen sensor up down stream compatible with ford f-150 f-250 5.4l (set of 4) (4),https://www.amazon.com/MOSTPLUS-Oxygen-Sensor-Stream-F-150/dp/B01MYX3HY3/ref=sr_1_67?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-67,B01MYX3HY3,MOSTPLUS,sensors,47.79,0-50$,219,10466,0.613095859,,"15717, 234-4071, 234-4046, SG1814, ES20104, 250-24001",1.01,1.1-2pound,8.8 x 5.9 x 1.7 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax 234-4381 oxygen sensor 250-24771 heated o2 sensor downstream sensor 2 original equipment replacement 1pcs,https://www.amazon.com/KAX-Downstream-250-24771-Equipment-Replacement/dp/B08D3J4MFC/ref=sr_1_68?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-68,B08D3J4MFC,KAX,sensors,33.99,0-50$,30,1020,0.059751364,,234-4381,0.33125,0-1pound,6.06 x 2.24 x 2.24 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxygen sensor 13444 replacement for buick cadillac chevrolet gmc isuzu downstream upstream oxygen sensor replace 234-4087 21528 es20002 sg277 afs97 afs123 12578459 12587214,https://www.amazon.com/Replacement-Cadillac-Chevrolet-Downstream-Upstream/dp/B07TNCZ9K1/ref=sr_1_69?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-69,B07TNCZ9K1,Apeixoto,sensors,20.99,0-50$,203,4261,0.249608394,,"234-4087, 21528, ES20002, SG277, AFS97, AFS123, 12578459, 12587214",0.3,0-1pound,5.9 x 2.3 x 2 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autex 2pc abs wheel speed sensor front left & right 7h0927804 695481 wht003856 compatible with a3 & tt/carrera gt/leon/replacement for beetle & cc & golf & jetta & passat,https://www.amazon.com/AUTEX-7H0927804-WHT003856-5S10216-compatible/dp/B0772SB1XK/ref=sr_1_70?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-70,B0772SB1XK,AUTEX,sensors,36.99,0-50$,105,3884,0.227523821,,"7H0927804, 695481, WHT003856, 5S10216, SS20036, ALS467, 7H0927803, WHT003857, FSE51487, ALS430, 5S10215, 0844005",0.09,0-1pound,2.95 x 2.36 x 1.57 inches,1-50sq.inch,,Speed sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirozo 234-4308 oxygen o2 sensor for nissan 350z pathfinder for infiniti q45 fx45 fx35 g35 m45 upstream o2 sensor 1pcs,https://www.amazon.com/MIROZO-Infiniti-234-4301-234-4308-Downstream/dp/B08RYPWH9P/ref=sr_1_71?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-71,B08RYPWH9P,MIROZO,sensors,18.89,0-50$,39,737,0.04317329,,"234-4308, 24401, 13675, ES20220, 22690-AL600, 22691-AR210, 226A1AR210, 213-2892, 213-3068, SG1310, 24404, 15525, 234-4296, 234-4301, OS2143, 226905W900, 2344308, SU6867",0.26875,0-1pound,5.71 x 2.56 x 1.77 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mostplus o2 oxygen sensor front rear down/upstream compatible with ford mercury (set of 4) replace 11171843 15717,https://www.amazon.com/MOSTPLUS-11171843-Oxygen-Upstream-Mercury/dp/B0779Y9TYS/ref=sr_1_72?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-72,B0779Y9TYS,MOSTPLUS,sensors,44.99,0-50$,116,5219,0.305727813,,"11171843, 15717, 13133, SG1802, 234-4127, 234-4045, 234-4001, SG1803, OS2650, DY1040, 5C5Z9F472BA, 234-4609, 234-4610, 234-4070, 234-4071, 234-4374, 2344609, SU10695, 15777, 15716, 15718, 15719, XC2Z9F472BA, 22060, 2344045, SU2191, S9233",1.2,1.1-2pound,8.8 x 6 x 1.6 inches,51-100sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newhow de8t-1a180-aa 9l3z-1a189-a 315mhz programmed tire pressure monitoring systems(tpms) replacement sensor set of 4,https://www.amazon.com/NEWHOW-DE8T-1A180-AA-9L3Z-1A189-Programmed-Replacement/dp/B0942ZTTNQ/ref=sr_1_74?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-74,B0942ZTTNQ,NEWHOW,sensors,36,0-50$,243,8748,0.512455816,,"9L3T-1A180-BB,CM5T-1A180-AA,9L3Z-1A189-A,DE8T-1A180-AA, TPMS-12,9L3T-1A180-AE,ZZDA37140,DE8T-1A150-AA",0.33125,0-1pound,5.75 x 4.02 x 1.61 inches,1-50sq.inch,,Pressure sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denso12594452 oxygen sensor,https://www.amazon.com/Denso-234-4668-Oxygen-Sensor/dp/B00199BXU2/ref=sr_1_75?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-75,B00199BXU2,Denso,sensors,30.78,0-50$,198,6094,0.35698511,OXYGEN SENSOR,234-4668,0.1,0-1pound,,,USA,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kax oxygen sensor 15733 fit for camry escape elantra cruze corolla focus fusion rav4 tacoma jetta o2 sensor replacement,https://www.amazon.com/KAX-Original-Equipment-Replacement-Downstream/dp/B084P48J38/ref=sr_1_76?dchild=1&keywords=sensor&qid=1633486989&s=automotive&sr=1-76,B084P48J38,KAX,sensors,19.99,0-50$,56,1119,0.065550761,,,0.3125,0-1pound,6.02 x 2.24 x 2.13 inches,1-50sq.inch,,Oxygen sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
