title,product_url,skuid,brand,category,price,price_tier,mo_sales,mo_revenue,market_share,model,oem_part_number,item_weight,weight_tier,product_dimensions,product_size_tier,country_of_origin,blade_type,size,blade_size_tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oem quality premium all-season 21''+20'' windshield natural rubber j-hook wiper blades(set of 2),https://www.amazon.com/Quality-Premium-All-Season-Windshield-Natural/dp/B08QCNNN6P/ref=sr_1_189?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-189&ts_id=15734861,B08QCNNN6P,VTOGOI,wiper blades,13.99,0-50$,180,2518,0.017837750148235,,Z004-21+20,0.75,0-1pound,17.6 x 13.89 x 1.26 inches,2011-500sq.inch,,all-season,21',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wipers factory for tesla model 3 2017-2021 model y 2020-2021 original equipment replacement wiper blade -top lock 26'/19' (set of 2),https://www.amazon.com/2017-2021-2020-2021-Original-Equipment-Replacement/dp/B08X3GCY66/ref=sr_1_190?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-190&ts_id=15734861,B08X3GCY66,ANRDDO,wiper blades,21.99,0-50$,86,1891,0.013396022847622,,,0.76875,0-1pound,17.68 x 13.94 x 1.26 inches,2011-500sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new vision windshield wipers 24 inches and 18 inches durable original equipment replacement wiper blades j hook (pack of 2),https://www.amazon.com/New-Vision-Windshield-24-Replacement/dp/B08YNC32TM/ref=sr_1_191?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-191&ts_id=15734861,B08YNC32TM,New Vision,wiper blades,16.99,0-50$,338,5743,0.040683955163349,"Wiper blades 24"" and 18""",,1.4,1.1-2pound,26.4 x 2.2 x 2.1 inches,101-200sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windshield wiper blades automotive replacement : all weather performance with premium quality durable stable and quiet wiper blades for my car 26+14 (set of 2),https://www.amazon.com/Windshield-Wiper-Blades-Automotive-Replacement/dp/B08S6XRNS3/ref=sr_1_192?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-192&ts_id=15734861,B08S6XRNS3,Reblade,wiper blades,16,0-50$,135,2160,0.015301644289193,,,0.7,0-1pound,28.5 x 2 x 1.5 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 15 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-1515),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843D4FVM/ref=sr_1_194?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-194&ts_id=15734861,B0843D4FVM,Trico,wiper blades,27.35,0-50$,60,1641,0.011624999203039,TRICO Platinum,,0.85,0-1pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 12 inch pack of 1 rear wiper blade for car (12-j) multicolor,https://www.amazon.com/Trico-12-J-Exact-Wiper-Blade/dp/B00NG2IP7Y/ref=sr_1_195?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-195&ts_id=15734861,B00NG2IP7Y,Trico,wiper blades,7.87,0-50$,159,1251,0.008862202317491,12-J,,0.15,0-1pound,18 x 2.5 x 0.96 inches,1-50sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 26 inch & 18 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2618),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843D1QDV/ref=sr_1_196?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497081&s=automotive&sr=1-196&ts_id=15734861,B0843D1QDV,Trico,wiper blades,27.52,0-50$,45,1238,0.008770109087972,TRICO White,,1.1,1.1-2pound,30.5 x 6 x 1.25 inches,2011-500sq.inch,Mexico,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wiper blade replacement for audi a4 s4 rs4 a6 s6 audi allroad 2002-2008 front windshield wiper blades set - pinch tab 22'/22' (set of 2),https://www.amazon.com/Replacement-Allroad-2002-2008-Windshield-Blades/dp/B08D8VFCFS/ref=sr_1_195?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-195&ts_id=15734861,B08D8VFCFS,Rooppa,wiper blades,22.99,0-50$,124,2851,0.020196753642819,,"4B0998002, 4B1955425C",0.525,0-1pound,16.57 x 13.43 x 1.22 inches,2011-500sq.inch,,,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caterpillar clarity premium performance all season replacement windshield wiper blades for car truck van suv (21 + 21 inch (pair for front windshield)) black,https://www.amazon.com/Caterpillar-Clarity-Performance-Replacement-Windshield/dp/B08FCXDXB6/ref=sr_1_196?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-196&ts_id=15734861,B08FCXDXB6,Caterpillar,wiper blades,21.7,0-50$,30,651,0.004611745570493,Clarity,,0.875,0-1pound,21 x 3 x 1 inches,51-100sq.inch,"Korea, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windshield wiper baldes 24' + 19' bracketless beam wiper u j hook windshield wiper blades by ablewipe no. 1932-1 (set of 2),https://www.amazon.com/Windshield-baldes-Bracketless-Blades-ABLEWIPE/dp/B07P9HW9L9/ref=sr_1_197?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-197&ts_id=15734861,B07P9HW9L9,ABLEWIPE,wiper blades,15.99,0-50$,225,3598,0.025488572292831,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum, windshield wiper blades front window",0.7,0-1pound,27.2 x 2 x 1.5 inches,51-100sq.inch,,beam,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 20' clear advantage beam wiper blade (2 pack),https://www.amazon.com/Bosch-Clear-Advantage-Wiper-Blade/dp/B01G9DA9GG/ref=sr_1_198?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-198&ts_id=15734861,B01G9DA9GG,BOSCH,wiper blades,19.59,0-50$,426,8345,0.059116769256163,,,,,,,,beam,20',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x autohaux car rear windshield wiper blade arm set for ford expedition 2009-2016 16 inch,https://www.amazon.com/AUTOHAUX-Windshield-Wiper-Expedition-2007-2017/dp/B085L5M2F2/ref=sr_1_199?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-199&ts_id=15734861,B085L5M2F2,X AUTOHAUX,wiper blades,13.99,0-50$,30,420,0.002975319722899,,,0.65,0-1pound,16.25 x 3 x 2 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico 19-180 tech beam blade (18'),https://www.amazon.com/Trico-19-180-Tech-Wiper-Blade/dp/B004A6D8J0/ref=sr_1_200?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-200&ts_id=15734861,B004A6D8J0,Trico,wiper blades,9.58,0-50$,185,1772,0.012553015592801,,,0.35,0-1pound,20 x 2.5 x 1.2 inches,51-100sq.inch,,beam,18',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wipers replacement for 2017-2021 tesla model 3 2020-2021 model y windshield wiper blades original equipment replacement - 26'/18' (set of 2),https://www.amazon.com/Replacement-2014-2018-Chevrolet-Silverado-Equipment/dp/B08RRZJJC2/ref=sr_1_203?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-203&ts_id=15734861,B08RRZJJC2,Rooppa,wiper blades,21.99,0-50$,135,2969,0.021032676803062,,,0.76875,0-1pound,17.28 x 13.82 x 1.22 inches,2011-500sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico white 26 inch & 13 inch pack of 2 extreme weather winter automotive replacement windshield wiper blades for my car (35-2613),https://www.amazon.com/TRICO-Extreme-Weather-Winter-Blades/dp/B0843CQ9HC/ref=sr_1_204?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-204&ts_id=15734861,B0843CQ9HC,Trico,wiper blades,23.92,0-50$,30,718,0.005086379907241,TRICO White,,1,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico gold 20 inch pack of 2 automotive replacement windshield wiper blades for my car (18-2020),https://www.amazon.com/TRICO-Gold-Weather-Wiper-Blades/dp/B0843CW2G1/ref=sr_1_205?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-205&ts_id=15734861,B0843CW2G1,Trico,wiper blades,23.47,0-50$,45,1056,0.007480803874716,TRICO Gold,,0.85,0-1pound,24.5 x 6 x 1.25 inches,101-200sq.inch,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch wiper blade aerotwin a204s length: 600mm/475mm  set of front wiper blades,https://www.amazon.com/Bosch-Windshield-Wiper-Blade-BS3397014204/dp/B06XSKRZ51/ref=sr_1_206?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-206&ts_id=15734861,B06XSKRZ51,BOSCH,wiper blades,33.93,0-50$,50,1697,0.012021708499426,,"VALEO:VM922,VALEO:577922,SWF:119 473,VALEO:VF922",0.70625,0-1pound,1.97 x 1.97 x 27.17 inches,101-200sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico platinum 26 inch & 14 inch pack of 2 high performance automotive replacement windshield wiper blades for my car (25-2614),https://www.amazon.com/TRICO-Black-Performance-Premium-Blades/dp/B0843CZ1V6/ref=sr_1_209?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-209&ts_id=15734861,B0843CZ1V6,Trico,wiper blades,,,65,0,0,TRICO Platinum,,1.1,1.1-2pound,24.5 x 6 x 1.25 inches,101-200sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replacement for hyundai accent windshield wiper blades - 26'+16' front window wiper - fit 2011-2016 vehicles - otuayauto factory aftermarket,https://www.amazon.com/Hyundai-Accent-Windshield-Wiper-Blades/dp/B07SG4LLHB/ref=sr_1_210?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-210&ts_id=15734861,B07SG4LLHB,OTUAYAUTO,wiper blades,18.99,0-50$,45,855,0.006056900864472,,,0.7,0-1pound,29.2 x 2.1 x 1.6 inches,51-100sq.inch,,,26',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autoboo oem quality 24' + 19' premium all-seasons windshield wiper blades 2 pack,https://www.amazon.com/Autoboo-Quality-Premium-All-Seasons-Windshield/dp/B08R67RYDY/ref=sr_1_211?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-211&ts_id=15734861,B08R67RYDY,AUTOBOO,wiper blades,10.99,0-50$,173,1901,0.013466863793405,,,0.68125,0-1pound,17.32 x 13.19 x 0.83 inches,101-200sq.inch,,all-season,24',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ablewipe windshield wiper blades hybrid u j-hook beam wiper 28' + 20' fit wiper car windshield wiper blades no.19223-1 (set of 2),https://www.amazon.com/ABLEWIPE-Windshield-blades-Hybrid-NO-19223-1/dp/B08TQKVFDL/ref=sr_1_212?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-212&ts_id=15734861,B08TQKVFDL,ABLEWIPE,wiper blades,16.98,0-50$,24,408,0.002890310587959,,"Bosch ICON Beam, Michelin Stealth, Rain-X Expert Fit, Rain-X Latitude, Rain-X Quantum",,,,,,hybrid,28',26-30inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michelin 16' 28516 storm hybrid blade-16,https://www.amazon.com/Michelin-28516-Storm-Hybrid-Blade-16/dp/B00W7X5Q98/ref=sr_1_214?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-214&ts_id=15734861,B00W7X5Q98,MICHELIN,wiper blades,17.18,0-50$,476,8178,0.057933725461582,"Michelin® Storm™ Hybrid Blade - 16""",,0.39375,0-1pound,16 x 1.75 x 0.8 inches,1-50sq.inch,China,hybrid,16',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hella 9xw398114018 standard wiper blade - 18' (pack of 2),https://www.amazon.com/HELLA-9XW398114018-Standard-Wiper-Blade/dp/B00IKM7DHS/ref=sr_1_215?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-215&ts_id=15734861,B00IKM7DHS,HELLA,wiper blades,14.96,0-50$,257,3845,0.027238343653679,,,0.28125,0-1pound,23.43 x 2.36 x 1.25 inches,51-100sq.inch,China,,18',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch microedge 40719a wiper blade - 19' (pack of 1),https://www.amazon.com/Bosch-MicroEdge-40719A-Wiper-Blade/dp/B0009IK84Q/ref=sr_1_216?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-216&ts_id=15734861,B0009IK84Q,Bosch Automotive,wiper blades,11.43,0-50$,128,1463,0.010364030368097,WIPER BLADE,"40 719 A, 40719A",0.4,0-1pound,,,USA,,19',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 wipers replacement for 2003-2009 mercedes-benz c clk class clk320 clk500 clk55 c230 c240 c280 c350 windshield wiper blades original equipment replacement - 22'/22' (set of 2) pinch tab,https://www.amazon.com/Replacement-2003-2009-Mercedes-Benz-Windshield-Equipment/dp/B08DKWQ99K/ref=sr_1_217?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-217&ts_id=15734861,B08DKWQ99K,Rooppa,wiper blades,24.99,0-50$,56,1399,0.009910648315084,,"203 820 25 45, 203 820 70 00, 4E0998002",0.6375,0-1pound,17.04 x 13.23 x 2.68 inches,501-1000sq.inch,,,22',21-25inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valeo 20tb 20' ultimate beam original wiper blade 1 pack,https://www.amazon.com/Valeo-20TB-Ultimate-Original-Wiper/dp/B01N29LLWK/ref=sr_1_218?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-218&ts_id=15734861,B01N29LLWK,Valeo,wiper blades,17.04,0-50$,30,511,0.003619972329527,,8F1955426, 8F1955426A, 8H1955426C, 8K1955426, 8K1955426A, 8R1955426B, 8T1955426A,61627356223,61610046517,97062818900,97062890100, 95B998001, 971955427A,31349857, 8F1955426B,0.25,0-1pound,2.56 x 0.79 x 20 inches,1-50sq.inch,,beam,20',16-20inch,,,,,,,,,,,,,,,
trico exact fit 15 inch pack of 1 integral rear wiper blade for my car (15-g),https://www.amazon.com/Trico-15-G-Exact-Wiper-Blade/dp/B00FADJ0T4/ref=sr_1_219?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-219&ts_id=15734861,B00FADJ0T4,Trico,wiper blades,8.58,0-50$,175,1502,0.010640310056652,15-G,,0.200625,0-1pound,22 x 2.5 x 0.96 inches,51-100sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trico exact fit 15 inch pack of 1 rear wiper blade for my car (15-i),https://www.amazon.com/Trico-15-I-Exact-Wiper-Blade/dp/B016E9Y6WI/ref=sr_1_220?_encoding=UTF8&c=ts&dchild=1&keywords=Automotive+Replacement+Windshield+Wiper+Blades&qid=1633497131&s=automotive&sr=1-220&ts_id=15734861,B016E9Y6WI,Trico,wiper blades,8.87,0-50$,102,905,0.006411105593389,15-I,,0.15,0-1pound,22.17 x 2.34 x 0.66 inches,1-50sq.inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 18' icon wiper blade (2 pack),https://www.amazon.com/Bosch-ICON-Wiper-Blade-Pack/dp/B01GEZTW4Y/ref=sr_1_31?dchild=1&keywords=bosch+automotive&qid=1633504384&sr=8-31,B01GEZTW4Y,Bosh,wiper blades,36.74,0-50$,60,2204,0.015613344450639,,,0.05,0-1pound,,,,,18',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch 18a icon wiper blade - 18' (pack of 5),https://www.amazon.com/Bosch-18A-ICON-Wiper-Blade/dp/B06XCYZM6H/ref=sr_1_93?dchild=1&keywords=bosch+automotive&qid=1633504580&sr=8-93,B06XCYZM6H,Bosh,wiper blades,85.04,51-100$,30,2551,0.01807152526932,,,,,,,,,18',16-20inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
